zeo_id,largest_included_sphere,largest_free_sphere,largest_included_sphere_along_free_sphere_path,Unitcell_volume:,Density:,ASA_A^2:,NASA_A^2:,num_1d_chan,num_2d_chan,num_3d_chan,num_chan
h8082356,4.33331,3.26134,4.33331,3118.82,1.79146,380.458,47.8706,2,0,0,2
h8082357,5.71677,4.64115,5.71677,3656.47,1.74633,365.354,111.373,2,0,0,2
h8082359,4.84702,3.24322,4.84702,2678.28,1.7881,480.101,0.0,2,0,0,2
h8082361,4.55881,3.01911,4.55761,3378.68,1.88991,229.089,99.8025,2,0,0,2
h8082366,6.61062,5.22993,6.61062,3679.19,1.73555,541.49,0.0,2,0,0,2
h8082367,5.20591,4.35526,5.20537,2939.71,1.9006,206.928,100.596,2,0,0,2
h8082370,4.80702,2.78241,4.80702,3300.32,1.93478,237.707,75.1013,0,0,0,0
h8082387,6.64004,5.37559,6.64004,3922.45,1.62791,505.572,49.3273,2,0,0,2
h8082388,4.83379,3.4592,4.80503,2804.99,1.70733,442.332,37.9154,4,0,0,4
h8082389,4.19544,2.78859,4.00579,3476.29,1.83684,540.371,0.0,0,0,0,0
h8082392,6.97338,4.34707,6.96564,3763.26,1.69677,563.516,55.6364,2,0,0,2
h8082396,4.63258,3.35838,4.63258,3658.49,1.74537,525.293,19.7153,6,0,0,6
h8082415,4.76795,2.93698,4.02371,3483.1,1.83325,432.833,2.97353,0,0,0,0
h8082417,5.53992,4.62057,5.53992,3149.04,1.77426,271.029,122.011,2,0,0,2
h8082418,4.35275,3.28051,4.28926,3347.07,1.90776,321.902,3.29004,2,0,0,2
h8082421,4.94991,3.7271,4.94991,2636.09,1.81672,359.351,0.0,4,0,0,4
h8082424,5.98369,4.49676,5.98369,3070.41,1.8197,228.189,133.447,2,0,0,2
h8082426,5.35525,4.81209,5.19733,3124.89,1.78798,428.477,17.3702,0,1,0,1
h8082430,3.81664,3.10794,3.81664,2452.0,1.95312,262.377,0.0,2,0,0,2
h8082436,6.75963,5.5922,6.75963,3240.17,1.72436,350.08,16.1436,2,0,0,2
h8082443,6.68174,5.82924,6.68174,3337.56,1.67404,527.016,0.0,2,0,0,2
h8082450,4.86462,3.29003,4.86462,2937.67,1.90192,294.628,39.7573,2,0,0,2
h8082453,5.55574,3.33711,4.78324,3642.57,1.75299,634.79,0.092971,2,0,0,2
h8082454,6.31489,4.29422,6.30955,3617.75,1.76502,473.915,40.4588,2,0,0,2
h8082456,5.15605,3.37724,5.15605,3646.07,1.75131,475.07,48.7313,4,0,0,4
h8082459,4.49559,3.26476,4.42373,3693.01,1.72905,640.305,1.50687,4,0,0,4
h8082465,5.55862,3.04331,5.55302,3069.38,1.82031,513.024,0.254366,2,0,0,2
h8082467,5.40361,3.01364,5.40361,1658.96,1.92452,196.282,0.0,2,0,0,2
h8082475,5.31967,4.30045,5.31967,3018.41,1.85105,290.174,41.1563,2,0,0,2
h8082489,4.79798,3.40793,4.78132,2581.46,1.85517,215.566,55.4166,2,0,0,2
h8082494,5.52213,4.57834,5.52213,3577.91,1.78467,315.701,73.7109,2,0,0,2
h8082496,4.10236,2.9707,4.09891,2812.86,1.98631,189.093,15.941,0,0,0,0
h8082504,5.40885,3.436,5.40885,2390.97,1.83606,342.043,0.0,2,0,0,2
h8082505,5.95434,3.13208,5.94554,3005.23,1.85917,283.622,41.8222,2,0,0,2
h8082510,6.34367,5.87152,6.34367,3181.47,1.75618,468.28,0.0,2,0,0,2
h8082516,5.55037,4.86166,5.55037,3385.36,1.88618,458.796,13.8283,4,0,0,4
h8082520,5.67153,3.30404,5.6639,3492.98,1.82806,506.682,0.0,2,0,0,2
h8082525,5.97009,4.38615,5.89272,2400.97,1.82841,329.794,0.0,2,0,0,2
h8082531,5.1492,4.42372,5.10647,3382.4,1.88783,356.002,67.6921,2,0,0,2
h8082533,5.85486,3.86769,5.85486,2328.96,1.71358,388.913,0.0,2,0,0,2
h8082536,4.15783,2.85698,4.15783,2470.8,1.93826,382.73,0.0,0,0,0,0
h8082537,4.98119,4.19003,4.98119,3431.01,1.86108,424.142,1.23056,2,0,0,2
h8082538,7.04674,6.11761,7.04674,3143.51,1.77738,321.714,33.9965,2,0,0,2
h8082540,8.19279,6.63694,8.18399,3966.62,1.60978,576.023,18.9042,2,0,0,2
h8082544,5.27294,3.21646,5.27294,3600.54,1.77346,309.031,198.393,2,0,0,2
h8082545,5.16559,3.52161,5.16559,3468.82,1.8408,268.706,65.5153,2,0,0,2
h8082551,4.21298,3.34881,4.21298,3355.05,1.90322,323.018,5.88018,2,0,0,2
h8082553,5.37849,4.37523,5.37849,2872.04,1.94538,295.594,0.092971,2,0,0,2
h8082554,5.35145,3.89965,5.34565,3709.3,1.72145,620.736,0.0,4,0,0,4
h8082556,5.17796,3.18165,5.17796,3545.04,1.80122,340.992,86.3408,4,0,0,4
h8082557,5.92422,3.09919,5.66746,3006.93,1.85811,419.416,0.0,4,0,0,4
h8082560,5.53831,3.7629,4.69767,3586.88,1.78021,619.775,0.0,0,2,0,2
h8082561,4.77578,3.54495,4.77578,2840.1,1.96726,231.052,0.856069,2,0,0,2
h8082563,4.00019,2.70144,3.34071,2761.16,2.02351,148.413,101.443,0,0,0,0
h8082581,8.1098,4.77483,8.1098,2552.98,1.71954,363.74,0.0,2,0,0,2
h8082583,4.3828,3.41412,4.37444,2120.5,1.88205,331.15,0.0464855,2,0,0,2
h8082590,4.80432,3.30693,4.80328,3362.83,1.89882,277.778,59.2858,2,0,0,2
h8082594,6.16562,3.52591,6.16307,3642.18,1.75318,422.589,105.358,2,0,0,2
h8082595,7.08261,6.3818,7.08261,3253.65,1.71722,357.776,44.9708,2,0,0,2
h8082597,4.58495,3.10607,4.57794,2829.68,1.97451,207.81,33.309,2,0,0,2
h8082598,4.88763,3.3865,4.87858,2574.87,1.85992,239.929,26.0378,2,0,0,2
h8082608,6.44533,3.73954,6.44533,2498.97,1.91641,264.462,0.0,2,0,0,2
h8082618,4.43882,3.12062,4.43882,2770.11,2.01697,190.937,5.32081,2,0,0,2
h8082619,5.25971,3.46465,5.25301,3567.42,1.78992,408.051,41.0,4,0,0,4
h8082620,6.00754,4.15149,6.00754,3579.53,1.78387,475.309,10.6651,2,0,0,2
h8082621,5.13043,3.71984,5.13043,2925.96,1.90954,267.126,66.9058,2,0,0,2
h8082631,5.47752,4.39127,5.47088,2745.6,1.74426,301.762,48.2451,2,0,0,2
h8082632,4.68782,3.50336,4.68782,3405.03,1.87528,289.866,57.958,2,0,0,2
h8082634,5.60209,4.32271,5.60209,2619.1,1.82851,326.612,0.0,2,0,0,2
h8082637,4.55765,3.44653,4.55473,2318.81,1.8932,289.843,0.0,2,0,0,2
h8082639,5.919,4.20803,5.919,2543.04,1.8832,367.659,0.0,2,0,0,2
h8082643,4.06434,3.78024,4.06434,1903.41,1.88703,301.633,0.0,0,1,0,1
h8082657,4.90905,3.09499,4.90905,3468.76,1.84083,317.799,77.8433,4,0,0,4
h8082667,6.05651,3.10446,6.05651,3104.28,1.79985,434.117,1.6385,0,2,0,2
h8082671,6.20244,3.24726,6.20244,3665.59,1.74198,518.741,0.0,0,1,0,1
h8082685,5.48735,3.33123,5.48735,2780.93,1.7221,439.118,0.0,2,0,0,2
h8082687,4.77308,3.68808,4.76594,3297.3,1.93655,225.752,65.0462,2,0,0,2
h8082690,3.69256,2.88863,3.67506,1916.66,1.87398,245.078,0.320181,0,0,0,0
h8082691,5.55168,4.45264,5.55168,3465.14,1.84275,324.221,46.6902,2,0,0,2
h8082701,6.05891,3.04682,6.05891,3028.27,1.84502,421.621,0.0,2,0,0,2
h8082710,6.34078,5.37043,6.33914,3176.58,1.75888,328.029,22.8449,2,0,0,2
h8082711,5.72983,4.52781,5.72983,3470.76,1.83977,324.378,34.983,2,0,0,2
h8082716,6.41456,4.87186,6.41456,2970.53,1.88088,351.876,3.79616,2,0,0,2
h8082723,5.82888,4.8313,5.82213,2582.44,1.85446,223.785,29.0495,2,0,0,2
h8082727,4.67459,2.57108,4.67459,2920.2,1.9133,315.061,6.76187,0,0,0,0
h8082731,5.29183,2.99968,5.29183,3120.4,1.91845,447.105,0.0,0,0,0,0
h8082737,7.54506,3.54123,7.52339,3899.7,1.63741,634.278,0.0,4,0,0,4
h8082745,6.40862,3.63189,6.40862,3537.84,1.80488,508.425,0.87279,2,0,0,2
h8082753,4.44244,3.24014,4.3774,3081.69,1.81304,359.279,35.5878,4,0,0,4
h8082766,4.64794,3.1096,4.64794,2851.68,1.95927,191.843,25.7584,2,0,0,2
h8082774,4.97349,3.66581,4.97349,2955.86,1.89022,402.06,0.0,2,0,0,2
h8082798,4.97944,4.06653,4.52187,3434.51,1.85919,455.343,0.0,2,0,0,2
h8082799,4.28465,2.90496,4.27799,3421.85,1.86606,149.13,232.977,0,0,0,0
h8082800,4.29623,3.12157,4.29623,2998.67,1.86324,286.864,94.0057,2,0,0,2
h8082801,4.94023,2.9577,4.93874,2900.96,1.92599,307.594,13.1353,0,0,0,0
h8082805,4.74002,3.35205,4.74002,2754.21,1.73881,500.692,0.0,0,1,0,1
h8082807,5.91745,4.92712,5.90961,2587.04,1.85117,218.089,32.0559,2,0,0,2
h8082813,4.96438,4.21962,4.96438,2846.39,1.96291,351.678,0.0,2,0,0,2
h8082825,4.11753,3.30303,4.11753,2501.44,1.91451,370.216,0.0,0,1,0,1
h8082826,5.74526,3.79003,5.74526,2382.63,1.84249,388.614,0.0,0,2,0,2
h8082837,5.39797,3.42386,5.26246,3573.6,1.78683,538.033,0.0,4,0,0,4
h8082846,8.7528,6.61961,7.66647,3648.56,1.64073,477.865,23.3973,2,0,0,2
h8082849,5.94776,4.58004,5.70657,3273.99,1.70655,522.007,0.0,0,2,0,2
h8082852,6.78502,4.82732,6.78502,4048.78,1.57712,694.024,0.0,0,1,0,1
h8082853,7.07878,4.74149,7.07878,3878.1,1.64653,526.924,92.6298,0,1,0,1
h8082856,6.69164,5.96387,6.69164,2881.06,1.80077,372.768,0.0,2,0,0,2
h8082860,5.75301,5.291,5.75301,3084.29,1.81151,389.068,21.5951,2,0,0,2
h8082864,7.36321,6.59137,7.36054,2995.17,1.86541,307.603,0.0,2,0,0,2
h8082865,5.92358,3.93018,5.92358,3602.33,1.77257,475.215,9.60745,2,0,0,2
h8082867,5.43868,4.39028,5.43834,2828.3,1.69326,407.239,11.353,2,0,0,2
h8082873,7.30188,5.90448,7.30188,3738.1,1.60143,556.907,0.0,0,2,0,2
h8082879,4.93304,4.31817,4.91331,3025.79,1.84653,255.682,148.402,2,0,0,2
h8082883,8.21009,7.24386,8.21009,4035.7,1.58223,513.165,26.404,2,0,0,2
h8082887,4.73236,3.14052,4.63229,3481.45,1.71949,697.048,0.0,2,0,0,2
h8082892,6.40623,5.26963,6.40623,3761.23,1.69769,457.573,36.4367,2,0,0,2
h8082893,4.87693,3.09289,4.87693,3044.38,1.83526,466.181,0.0,0,2,0,2
h8082901,6.36863,5.62746,6.36863,2704.5,1.77077,330.437,12.0342,2,0,0,2
h8082905,5.26574,4.58166,5.26574,1888.11,1.90232,231.323,0.0,2,0,0,2
h8082909,5.86565,5.53435,5.86565,2090.27,1.71833,354.381,0.0,0,1,0,1
h8082910,6.88635,3.31112,6.88635,3479.82,1.72029,488.841,18.9053,0,1,0,1
h8082915,3.7307,3.15748,3.7307,1952.07,2.04443,75.636,38.6381,2,0,0,2
h8082919,5.50513,4.01166,5.50482,2393.11,1.83442,355.097,0.0,2,0,0,2
h8082926,6.03114,5.26284,6.02947,3779.93,1.68929,442.179,49.5302,2,0,0,2
h8082931,5.98837,5.23042,5.97714,3701.39,1.72514,425.037,10.0708,2,0,0,2
h8082936,7.76796,7.14706,7.76796,3848.86,1.65904,439.733,58.3239,2,0,0,2
h8082939,4.2602,3.09626,4.2602,2683.33,1.78474,431.334,0.0,2,0,0,2
h8082944,4.36989,3.0139,4.30232,3544.3,1.8016,258.393,192.907,2,0,0,2
h8082948,5.05652,3.35873,4.69703,3596.87,1.77527,648.353,0.0,0,2,0,2
h8082954,5.80643,4.51892,5.44317,2891.9,1.65602,546.382,0.0,0,2,0,2
h8082957,5.84912,4.55918,5.84912,3709.18,1.72151,366.958,90.1028,2,0,0,2
h8082958,4.49839,3.75188,4.4972,2886.88,1.93539,339.795,0.0,2,0,0,2
h8082967,6.73801,3.53389,6.73318,3819.72,1.67169,640.564,0.0,2,0,0,2
h8082970,4.34626,3.48614,4.23689,3421.86,1.86606,320.017,35.8441,4,0,0,4
h8082971,5.1644,2.9215,5.1644,3043.44,1.83582,418.621,0.0,0,0,0,0
h8082973,6.65521,4.79766,6.65521,3680.22,1.73506,381.42,102.662,2,0,0,2
h8082982,4.45384,4.03179,4.45384,2067.66,1.93014,231.101,0.0,2,0,0,2
h8082984,4.57402,3.47213,4.57402,2944.46,1.89754,133.869,85.3406,2,0,0,2
h8082989,8.09121,7.45089,8.08809,3774.95,1.69152,404.269,6.27768,2,0,0,2
h8083001,6.50521,5.52953,6.50521,3244.11,1.72227,333.63,46.4055,2,0,0,2
h8083007,4.75388,3.00412,3.86509,2904.86,1.78602,521.329,0.0,2,0,0,2
h8083011,6.30348,3.04343,6.30348,3465.51,1.84256,383.693,48.1601,2,0,0,2
h8083014,4.55879,3.0543,4.55879,3168.9,2.01502,209.009,36.3838,2,0,0,2
h8083018,5.60916,4.77824,5.46705,2827.35,1.83498,397.656,0.0,2,0,0,2
h8083022,5.40613,3.43192,5.40613,3084.44,1.94081,407.619,0.0,0,2,0,2
h8083028,4.64187,2.8337,4.41037,2392.63,1.83478,351.017,0.0,0,0,0,0
h8083044,5.48315,3.83004,5.20316,3682.12,1.73416,593.968,0.0,4,0,0,4
h8083051,4.57148,2.99319,4.57148,3430.37,1.86143,346.606,26.9184,0,0,0,0
h8083057,4.8553,3.45572,4.84558,3541.8,1.80287,458.392,1.36219,4,0,0,4
h8083058,4.83949,3.41116,4.83949,2917.37,1.91516,246.591,31.9542,2,0,0,2
h8083059,5.08528,3.65547,5.0813,2981.8,1.87377,356.091,0.0,2,0,0,2
h8083063,6.21925,5.39148,6.21925,3289.42,1.69854,380.379,37.2791,2,0,0,2
h8083065,4.32531,3.16364,4.32531,3464.44,1.84313,361.358,27.1059,4,0,0,4
h8083066,6.30425,3.91025,6.30425,3362.82,1.66147,570.617,0.0,0,1,0,1
h8083068,5.0868,3.3409,5.0868,3346.21,1.90825,153.987,95.4008,2,0,0,2
h8083070,4.94326,3.60366,4.94326,3616.26,1.76575,523.165,12.3601,4,0,0,4
h8083085,5.5156,4.48974,5.47426,3294.56,1.93816,257.424,43.0966,2,0,0,2
h8083094,5.22084,4.24325,5.21615,3059.37,1.82626,240.198,90.0097,2,0,0,2
h8083096,5.12432,3.0044,5.12432,3044.64,1.8351,485.438,4.21406,2,0,0,2
h8083098,4.15279,2.9494,4.14451,3003.06,1.86051,314.934,24.3389,0,0,0,0
h8083101,5.38421,3.38545,5.38421,3117.07,1.79246,475.984,0.0,2,0,0,2
h8083102,5.40159,3.98631,5.40159,3240.97,1.97021,373.36,0.0,2,0,0,2
h8083107,4.4292,2.86763,4.4292,2892.61,1.93155,290.129,2.47109,0,0,0,0
h8083109,3.9112,2.76338,3.90322,2886.03,1.93596,275.564,12.0868,0,0,0,0
h8083113,4.47372,3.91564,4.4378,1791.84,1.7818,306.722,0.0,2,0,0,2
h8083115,5.44258,3.44034,5.44258,3016.58,1.98447,344.279,0.0,0,2,0,2
h8083119,4.38516,3.15462,4.38516,2923.77,1.91097,214.197,35.5288,2,0,0,2
h8083121,4.4381,2.87263,4.3463,3571.79,1.78773,500.323,4.2271,0,0,0,0
h8083122,4.56647,2.86277,4.56637,3540.79,1.80338,469.675,29.7401,0,0,0,0
h8083125,4.90381,3.31726,4.89484,3243.03,1.8459,444.583,13.3791,0,1,0,1
h8083132,5.7574,3.29388,5.7574,3445.37,1.85333,557.486,0.0,0,2,0,2
h8083137,5.16813,3.35278,5.11269,3544.11,1.80169,517.693,4.99696,2,0,0,2
h8083139,5.6153,3.94147,5.6153,3016.68,1.85211,274.177,60.4958,2,0,0,2
h8083143,5.22531,3.89027,5.22531,3616.81,1.76548,516.621,1.37891,4,0,0,4
h8083145,4.70642,3.46633,4.70642,3650.49,1.74919,661.873,0.0,0,1,0,1
h8083147,6.30987,3.70829,6.16999,2827.3,1.69386,469.178,0.0,2,0,0,2
h8083159,6.22298,5.16563,6.22298,2609.02,1.83557,309.256,0.0,2,0,0,2
h8083163,5.92932,3.17788,5.92932,3655.28,1.7469,477.415,94.0668,0,2,0,2
h8083166,4.72251,2.88746,4.72251,3468.25,1.8411,456.866,0.254366,0,0,0,0
h8083167,4.0877,3.20259,4.08448,2713.04,1.91229,225.175,106.437,2,0,0,2
h8083169,4.65407,3.26689,4.65407,2877.64,1.9416,277.175,17.6829,2,0,0,2
h8083171,4.29678,2.99773,4.07817,3474.32,1.83789,433.273,12.3512,0,0,0,0
h8083178,4.10152,2.93204,4.09367,3391.43,1.8828,396.06,1.12455,0,0,0,0
h8083186,4.12914,2.9505,3.96398,2956.45,1.88984,295.54,11.6372,0,0,0,0
h8083187,4.57582,3.20456,4.57095,3095.68,2.06268,173.856,24.3601,2,0,0,2
h8083188,5.26821,3.84374,5.26572,3491.97,1.82859,482.322,3.06129,2,0,0,2
h8083190,4.89639,3.43449,4.89639,3370.33,1.89459,356.136,48.9152,2,0,0,2
h8083196,4.86877,3.35723,4.85999,3247.1,1.84359,476.124,0.0,4,0,0,4
h8083204,6.79204,5.68042,6.79204,2344.85,1.70197,312.842,10.5194,2,0,0,2
h8083206,4.66657,3.32285,4.66522,2620.95,1.82722,239.437,51.5522,2,0,0,2
h8083210,4.6491,2.99211,4.6491,2917.85,1.91484,140.779,51.1481,0,0,0,0
h8083215,5.03938,3.22659,5.03938,3483.98,1.83279,265.84,117.279,2,0,0,2
h8083218,4.17491,2.97377,4.17491,2637.03,1.81608,277.109,44.9497,0,0,0,0
h8083225,4.88176,3.24536,4.41426,3596.07,1.77566,511.381,16.9784,4,0,0,4
h8083239,4.13818,2.89849,4.13716,2381.61,2.01085,173.076,1.29377,0,0,0,0
h8083240,5.3443,4.18557,5.29599,3527.73,1.81006,250.295,160.576,2,0,0,2
h8083241,5.96804,4.31275,5.96804,2637.84,1.66422,501.622,0.0,0,0,1,1
h8083248,5.12873,4.35949,5.12873,2830.16,1.69214,533.212,0.0,0,2,0,2
h8083265,4.43705,2.92054,4.43705,2924.5,1.91049,121.455,141.161,0,0,0,0
h8083279,5.48992,4.40065,5.48992,3250.55,1.84163,452.557,0.0,2,0,0,2
h8083287,6.08629,5.1983,6.08629,3233.38,1.72798,311.314,67.4784,2,0,0,2
h8083290,4.75777,3.44264,4.75777,3309.52,1.9294,328.231,42.8829,2,0,0,2
h8083293,5.0071,3.55863,5.0071,2973.96,1.87872,400.558,0.0,2,0,0,2
h8083297,5.09889,4.77029,5.09889,2772.37,1.87137,278.76,43.2012,2,0,0,2
h8083301,5.3195,3.18769,5.3195,2802.13,1.70907,332.184,123.636,2,0,0,2
h8083302,4.72008,3.45628,4.72008,3560.15,1.79358,364.126,68.6157,4,0,0,4
h8083305,7.18004,5.88054,7.17171,3418.65,1.75108,521.74,0.0,2,0,0,2
h8083309,4.34576,3.4799,4.34576,3414.42,1.87013,318.002,35.6138,4,0,0,4
h8083310,5.6287,3.70802,5.6287,3644.73,1.75195,530.428,2.65335,4,0,0,4
h8083312,6.36416,5.32558,6.36416,3265.03,1.71123,401.288,27.9851,2,0,0,2
h8083318,6.00456,3.87131,5.99976,3050.78,1.83141,333.447,76.742,2,0,0,2
h8083322,6.47413,5.25561,6.47413,3637.02,1.75567,365.836,65.2275,2,0,0,2
h8083323,5.3246,4.08277,5.3246,2957.59,1.88911,249.046,12.0399,2,0,0,2
h8083325,5.65672,3.12112,5.63103,3300.79,1.69269,523.704,0.0,2,0,0,2
h8083328,4.3513,3.08284,4.3513,2604.84,1.83852,291.144,11.0908,4,0,0,4
h8083342,4.63983,3.46926,4.49513,3499.77,1.82452,365.408,43.5373,4,0,0,4
h8083348,4.45526,3.05199,4.44632,2927.88,1.90828,362.173,0.0,4,0,0,4
h8083351,4.81446,3.21646,4.81446,2732.19,2.04496,191.026,3.83482,2,0,0,2
h8083352,4.4645,3.36843,4.45955,2930.98,1.90627,310.004,7.1896,4,0,0,4
h8083362,5.24947,4.55457,5.24947,2040.56,1.7602,321.46,0.0,2,0,0,2
h8083381,5.33129,3.98044,5.33129,2986.44,1.87086,374.857,3.74078,2,0,0,2
h8083383,4.00337,2.81862,4.00337,3293.67,1.93869,118.324,153.576,0,0,0,0
h8083384,4.35637,2.97559,4.35637,2674.07,1.79092,299.558,57.9448,0,0,0,0
h8083387,6.4441,5.82483,6.4441,3375.01,1.89196,423.453,0.0,2,0,0,2
h8083388,4.8064,2.64851,4.24359,3308.07,1.93025,381.808,3.89127,0,0,0,0
h8083394,4.6908,3.27475,4.6908,2753.65,1.88409,361.356,0.0,0,1,0,1
h8083397,4.79479,3.51409,4.37065,2655.29,1.80359,356.24,0.440308,4,0,0,4
h8083425,5.49906,3.14624,5.49906,3164.3,1.89183,325.146,48.469,2,0,0,2
h8083435,5.64978,4.11538,5.64978,2109.87,1.70238,384.414,0.0,0,2,0,2
h8083437,6.66637,5.90417,6.66637,3322.22,1.92203,352.24,0.410543,2,0,0,2
h8083439,6.23134,3.33908,6.22526,3029.4,1.84433,446.859,0.0,0,2,0,2
h8083441,5.20689,4.29889,5.20689,2784.17,2.00678,271.264,0.0,2,0,0,2
h8083457,5.82261,3.16396,5.82261,3377.19,1.89074,413.236,0.0,2,0,0,2
h8083463,4.35734,3.30096,4.35094,2818.2,1.98255,363.267,0.0,2,0,0,2
h8083492,6.92145,4.41392,6.86756,3883.53,1.64423,621.369,0.0,0,2,0,2
h8083493,6.82736,3.86441,6.82096,3610.44,1.76859,488.052,85.4512,0,1,0,1
h8083494,5.6121,3.11012,5.60873,3239.3,1.72483,399.027,116.421,0,1,0,1
h8083495,8.9445,8.32062,8.9445,3359.41,1.66316,457.501,0.0,2,0,0,2
h8083496,7.67464,3.04806,7.67464,3805.59,1.6779,592.344,0.0,2,0,0,2
h8083498,7.13589,6.1776,7.13589,3680.61,1.73488,490.861,3.71623,2,0,0,2
h8083501,5.41507,3.89872,5.41507,2406.37,1.99015,269.19,0.0,2,0,0,2
h8083502,6.80219,6.23894,6.80219,3087.35,1.80971,458.474,0.0,2,0,0,2
h8083529,5.16119,3.22526,5.16119,2765.94,1.87572,352.24,4.21975,2,0,0,2
h8083531,5.89778,4.94778,5.89778,2773.14,1.72694,419.031,0.0,2,0,0,2
h8083535,6.52409,4.4381,6.52292,2968.57,1.88212,304.574,0.0,2,0,0,2
h8083538,5.23764,4.39926,5.00706,2847.89,1.82175,406.792,0.0,2,0,0,2
h8083541,5.2046,4.12816,4.88756,2811.7,1.8452,395.106,0.0,4,0,0,4
h8083542,6.29447,4.19399,6.29447,2599.04,1.84262,360.754,0.0,2,0,0,2
h8083543,5.12273,3.77288,5.11476,2288.41,1.74395,411.367,0.0,2,0,0,2
h8083548,6.09343,5.76461,6.09343,3517.12,1.81552,484.93,0.0,2,0,0,2
h8083556,4.63851,4.12022,4.63851,3110.79,1.79608,443.961,0.0,4,0,0,4
h8083559,3.85405,2.86784,3.84122,2248.62,2.12977,173.336,0.0,0,0,0,0
h8083561,4.14057,3.4033,4.14057,2500.71,1.91507,302.618,0.0,2,0,0,2
h8083563,7.03697,5.96174,6.84539,3407.81,1.87376,412.615,0.0,2,0,0,2
h8083573,5.94232,4.59284,5.74112,3658.6,1.74531,458.786,9.51554,2,0,0,2
h8083580,5.21988,4.07458,5.21988,3139.49,1.77966,399.75,13.5326,2,0,0,2
h8083584,4.26181,3.36638,4.26181,3593.22,1.77707,656.911,0.0,2,0,0,2
h8083586,5.20191,3.57664,5.20144,3170.06,1.7625,431.384,52.0928,4,0,0,4
h8083589,6.50331,5.63256,6.50331,3138.98,1.77995,320.538,6.95409,2,0,0,2
h8083593,5.22017,3.94541,5.22017,3520.73,1.81366,249.99,180.141,2,0,0,2
h8083595,6.21959,5.41286,6.21959,3316.27,1.68479,559.48,0.0,2,0,0,2
h8083596,4.46296,2.89833,4.44623,2979.75,1.87507,311.539,34.9779,0,0,0,0
h8083598,4.92213,4.1622,4.88374,3033.82,1.84165,467.349,0.0,2,0,0,2
h8083605,5.06115,4.79258,5.06115,3092.45,1.80673,366.127,47.0762,2,0,0,2
h8083612,5.65035,4.18515,5.65035,1832.6,1.74216,280.256,0.0,2,0,0,2
h8083615,6.34359,5.52101,6.34359,3093.36,1.67718,447.652,59.3613,2,0,0,2
h8083621,4.29427,2.76683,4.29377,3510.39,1.819,240.366,195.498,0,0,0,0
h8083624,4.95486,4.1256,4.9473,3079.33,1.81443,209.208,130.555,2,0,0,2
h8083625,5.48028,4.42371,5.46963,2986.59,1.87077,241.786,42.7555,2,0,0,2
h8083629,5.2896,3.15744,5.2896,1651.74,1.69131,298.115,0.0,2,0,0,2
h8083632,6.44066,5.51826,6.4355,3106.33,1.79866,321.06,0.393823,2,0,0,2
h8083633,5.1897,3.96293,5.1897,3462.68,1.84406,376.748,7.91879,2,0,0,2
h8083638,5.31272,4.16235,5.1363,2903.85,1.92408,204.138,13.2558,2,0,0,2
h8083640,5.61292,4.47298,5.61292,3105.75,1.79899,251.376,122.472,2,0,0,2
h8083643,5.0762,3.33317,5.0762,3060.94,1.82533,427.267,5.19547,2,0,0,2
h8083648,4.05334,2.93198,4.04556,2964.98,1.8844,294.145,21.3529,0,0,0,0
h8083666,5.77551,3.91196,5.77551,3568.49,1.78938,333.378,177.545,2,0,0,2
h8083674,4.516,3.13306,4.516,3457.22,1.84697,359.701,13.1592,2,0,0,2
h8083676,6.2203,5.37338,6.19498,3257.94,1.71495,334.972,44.663,2,0,0,2
h8083677,5.94872,4.92044,5.49387,2869.14,1.94735,337.726,0.0,2,0,0,2
h8083679,4.2994,3.3305,4.2994,2609.44,1.83528,228.683,54.9087,2,0,0,2
h8083685,4.82744,3.35757,4.82744,2897.79,1.9281,254.474,51.0367,2,0,0,2
h8083701,5.83448,3.84593,5.75949,3457.58,1.84678,468.872,15.2641,2,0,0,2
h8083705,5.2681,4.62722,5.21982,2207.09,1.80821,296.387,0.0,2,0,0,2
h8083706,5.07058,4.00198,5.07058,3490.8,1.82921,490.182,0.0,0,2,0,2
h8083710,4.44884,3.35413,4.44884,2941.75,1.89929,313.314,13.7154,4,0,0,4
h8083722,5.41703,3.96984,5.41703,2837.76,1.96888,210.371,4.73322,2,0,0,2
h8083724,6.63881,5.24809,6.63881,3038.76,1.83865,418.953,0.0,2,0,0,2
h8083725,4.77658,3.66261,4.77301,3293.72,1.93866,372.711,0.0,2,0,0,2
h8083726,4.51528,3.43665,4.51528,2169.22,1.83977,337.334,0.0,2,0,0,2
h8083735,4.12478,3.21764,4.12005,3467.67,1.84141,336.966,52.6376,4,0,0,4
h8083740,4.45572,2.98135,4.45572,2669.83,2.09272,197.079,0.0,0,0,0,0
h8083741,4.19722,3.36289,4.19722,3513.32,1.81748,347.389,63.9129,4,0,0,4
h8083744,4.36387,3.24617,4.36289,1830.4,1.74426,151.262,88.9986,2,0,0,2
h8083767,4.5682,3.44852,4.5682,2477.31,1.93316,199.671,22.9942,2,0,0,2
h8083792,6.74252,5.77821,6.74252,3532.79,1.80747,326.162,32.5934,2,0,0,2
h8083798,4.8752,3.54687,4.8752,2611.89,1.83356,328.733,0.0,4,0,0,4
h8083804,4.52822,3.1418,4.51719,3082.95,1.8123,365.23,13.003,4,0,0,4
h8083805,6.84008,3.44336,6.84008,3191.36,1.87579,336.737,36.5325,2,0,0,2
