zeo_id,largest_included_sphere,largest_free_sphere,largest_included_sphere_along_free_sphere_path,Unitcell_volume:,Density:,ASA_A^2:,NASA_A^2:,num_1d_chan,num_2d_chan,num_3d_chan,num_chan
ACO,3.91932,3.15925,3.91898,971.77,1.64272,211.848,0.0,0,0,1,1
AEN,3.90726,3.18878,3.90265,2384.73,2.00821,259.188,0.0,4,0,0,4
AFN,4.75303,3.08413,4.75303,1839.54,1.73559,285.111,0.0,2,0,0,2
AFO,5.02827,4.33443,5.02827,2082.54,1.91635,204.248,0.0,2,0,0,2
APD,4.21666,3.22754,4.21268,1779.08,1.79457,229.055,0.0,4,0,0,4
ASV,4.94907,4.0279,4.94907,1047.24,1.90542,139.191,0.0,1,0,0,1
ATV,3.9155,3.04175,3.9155,1269.0,1.88693,111.782,0.547391,2,0,0,2
BSV,4.76811,3.43565,4.76769,5134.74,1.86535,820.759,0.0,0,0,2,2
CFI,7.07089,6.86062,7.07089,1908.33,1.67303,214.249,13.6283,2,0,0,2
CHA,6.74106,3.3192,6.7375,2391.54,1.54631,486.072,1.62023,0,0,1,1
DAC,4.79198,3.42236,4.78242,1375.15,1.74128,232.237,0.0,0,2,0,2
DDR,7.07203,3.24572,7.07203,6715.86,1.79856,725.745,155.846,0,3,0,3
DFT,4.1931,3.24838,4.1931,451.652,1.76723,68.9857,0.0,1,0,0,1
ERI,6.30639,3.02119,6.30639,2239.48,1.60385,388.465,4.90031,0,0,1,1
ETR,9.61116,8.92233,9.61116,3106.84,1.54145,513.73,0.0,1,0,0,1
EZT,5.90376,5.61065,5.90376,2790.77,1.71603,396.755,0.0,2,0,0,2
FER,5.42308,4.28927,5.14576,2051.26,1.75101,320.173,0.0,2,0,0,2
GON,5.67216,4.87232,5.67216,1691.91,1.88704,154.285,2.21565,2,0,0,2
IMF,6.69777,4.88684,6.31633,16472.3,1.7444,2339.15,7.95282,0,2,0,2
ITR,5.95862,4.72055,5.95862,6454.7,1.73121,981.931,0.0,0,1,0,1
ITW,4.1615,3.47799,4.1615,1354.1,1.76836,215.158,0.0,2,0,0,2
IWR,6.9016,5.50682,6.89937,3580.23,1.56058,627.526,0.0,0,0,1,1
IWW,6.55466,5.84333,6.52551,6737.05,1.65865,1095.53,0.0,0,0,1,1
JRY,4.10173,3.72442,4.10173,1299.09,1.84323,173.462,0.0,2,0,0,2
LEV,6.38923,3.13253,6.20078,3390.44,1.58908,617.592,0.278913,0,3,0,3
LOV,4.26995,3.37722,3.75391,1071.12,1.67665,195.224,0.0,0,0,1,1
LTA,10.23827,3.81365,10.23827,1693.24,1.41416,276.63,41.9974,0,0,1,1
LTL,9.61198,7.09968,9.61198,2153.07,1.66822,234.475,11.7113,1,0,0,1
MAZ,7.68968,7.10074,7.55124,2161.85,1.66144,348.092,0.0,1,0,0,1
MEI,7.66225,6.47433,7.66225,2317.9,1.4635,438.1,0.0,1,0,0,1
MFI,5.94159,4.29903,5.93816,5211.28,1.83795,722.654,0.0,0,0,1,1
MSE,6.50057,6.01025,6.48726,6843.76,1.63279,1072.22,11.8388,0,0,1,1
MTT,5.54495,4.55815,5.48231,1318.21,1.8165,138.309,0.0,2,0,0,2
MTW,5.31344,5.09838,5.30833,1535.76,1.81904,168.676,0.684239,2,0,0,2
MWW,9.28791,4.17151,5.72769,4518.75,1.58973,764.82,0.889511,0,2,0,2
NAT,3.94936,3.84735,3.94707,1231.5,1.62033,264.057,0.0,4,0,0,4
NPO,3.34323,3.1114,3.34323,320.672,1.8668,25.2796,0.0,1,0,0,1
OSO,5.674,5.46744,5.674,675.695,1.32892,165.283,0.0,1,0,0,1
RHO,10.03077,3.66161,9.10829,3320.62,1.44221,640.105,0.0,0,0,2,2
RRO,3.86868,3.52279,3.86868,1007.7,1.78217,170.34,0.0,2,0,0,2
RTH,7.63706,3.73943,7.63706,1988.84,1.60531,330.733,0.0,2,0,0,2
SAF,6.24034,5.73442,6.24034,3368.61,1.89556,301.649,0.0,2,0,0,2
SAO,8.22178,6.29826,8.22178,3948.06,1.41518,727.336,1.50533,0,0,1,1
SBE,12.09716,6.83474,10.92223,9320.78,1.37014,1583.29,0.0,0,0,2,2
SBN,4.41766,3.40289,4.38953,619.37,1.61086,126.838,0.0,0,2,0,2
SFO,7.48533,6.54891,7.48533,2109.75,1.5133,381.457,0.0,0,2,0,2
SSY,6.93735,5.53509,6.65337,1659.35,1.68355,215.19,0.0,2,0,0,2
STI,5.82266,4.54185,5.81726,4312.59,1.66572,759.527,0.0,4,0,0,4
STT,6.56577,3.67399,6.56577,3773.0,1.69239,585.15,0.0,2,0,0,2
TER,6.18221,4.69054,6.17894,4694.05,1.7004,732.686,0.0,0,2,0,2
TSC,15.87086,3.68135,15.87086,29053.4,1.31869,4700.79,307.86,0,0,1,1
VFI,11.40675,10.99327,11.19297,2486.66,1.44442,308.692,3.48962,1,0,0,1
VSV,3.74729,3.37111,3.65169,2142.66,1.67632,401.068,0.0,0,4,0,4
h8000013,3.99843,2.96915,3.99843,464.464,1.71848,81.9001,0.0,0,0,0,0
h8000019,4.08042,3.253,4.08042,461.004,1.73138,79.7436,0.0,1,0,0,1
h8000107,4.04001,3.63602,4.04001,418.98,1.90504,44.2347,0.0,1,0,0,1
h8000109,3.98153,3.24245,3.98153,464.771,1.71735,88.1089,0.0,1,0,0,1
h8000283,4.53531,3.92932,4.53531,439.686,1.81533,66.0402,0.0,1,0,0,1
h8000288,4.20582,3.07717,4.0974,455.143,1.75368,77.3985,0.0,1,0,0,1
h8000293,3.76368,3.20764,3.76368,409.829,1.94758,53.069,0.0,1,0,0,1
h8000297,3.9993,3.78035,3.9993,404.824,1.97166,44.0112,0.0,1,0,0,1
h8000317,5.16327,3.82578,5.16327,855.079,1.8669,116.927,0.0,1,0,0,1
h8000343,3.46008,2.92967,3.45422,793.727,2.01121,67.4835,0.0,0,0,0,0
h8000348,4.16786,3.06424,4.00893,793.189,2.01257,68.8295,0.0,1,0,0,1
h8000359,3.72995,2.87277,3.69791,812.815,1.96398,97.953,0.0,0,0,0,0
h8000390,3.35437,2.84405,3.35437,603.398,1.9842,60.9738,0.0,0,0,0,0
h8000431,4.02243,3.03159,3.98903,736.765,1.89586,84.0742,0.0,2,0,0,2
h8000432,4.07147,3.16647,4.02701,869.592,1.83575,118.972,0.0,1,0,0,1
h8000435,4.74674,3.88432,4.74674,831.837,1.91907,99.6563,0.0,1,0,0,1
h8000444,3.8858,3.04363,3.8858,813.375,1.96262,83.3088,0.0,1,0,0,1
h8000479,3.72721,2.83735,3.72552,615.011,1.94673,78.4034,0.0,0,0,0,0
h8000484,4.35947,3.34403,4.35947,695.722,2.00771,75.5287,0.0,1,0,0,1
h8000492,4.14059,3.26676,4.14059,844.288,1.89076,113.637,0.0,1,0,0,1
h8000520,3.65857,2.62126,3.65857,653.732,2.13666,53.9481,3.95862,0,0,0,0
h8000521,3.64153,3.39059,3.64134,774.844,2.06022,79.447,0.0,1,0,0,1
h8000538,3.87922,3.00123,3.87286,830.165,1.92293,106.737,0.0,1,0,0,1
h8000589,4.50918,3.2608,4.50918,911.979,1.75042,162.33,0.0,0,1,0,1
h8000592,4.382,3.55301,4.382,794.175,2.01007,98.9028,0.0,0,1,0,1
h8000635,3.75794,2.89315,3.75794,821.175,1.94398,94.9562,0.0,0,0,0,0
h8000766,4.44299,3.76512,4.44299,860.489,1.85517,127.679,0.0,1,0,0,1
h8000798,3.58527,2.80435,3.58527,804.818,1.98349,79.542,0.0,0,0,0,0
h8000809,4.1502,2.94402,4.14995,783.832,2.0366,86.9264,0.0,0,0,0,0
h8000811,5.41806,4.70137,5.41187,959.476,1.66377,165.455,0.0,1,0,0,1
h8000812,3.72011,3.1331,3.72011,726.671,1.9222,55.3103,0.0,1,0,0,1
h8000850,3.52875,2.82365,3.52875,736.407,2.16775,44.5967,0.0,0,0,0,0
h8000861,4.23143,3.27896,4.23143,805.869,1.9809,74.7273,0.0,1,0,0,1
h8000927,4.29644,2.71754,4.20537,781.92,2.04158,67.4606,0.0,0,0,0,0
h8000975,3.63898,3.01174,3.63102,759.702,2.10128,78.7282,0.0,1,0,0,1
h8001054,4.39876,3.0304,4.39876,772.636,2.06611,79.8372,0.0,1,0,0,1
h8001055,3.9209,3.31874,3.9209,731.586,1.90928,112.758,0.0,2,0,0,2
h8001224,3.62881,2.83355,3.62881,761.663,2.09587,48.1772,0.484185,0,0,0,0
h8001323,3.82587,2.68279,3.82587,845.165,1.8888,126.107,0.0,0,0,0,0
h8001329,6.87136,5.94196,6.8615,993.1,1.60744,164.275,0.0,1,0,0,1
h8001335,3.8306,3.38916,3.82157,766.54,2.08254,75.1405,0.0,1,0,0,1
h8001337,5.09209,4.09117,5.09209,881.117,1.81173,109.836,1.47188,1,0,0,1
h8001338,4.25413,3.18459,4.25413,818.094,1.9513,117.605,0.0,1,0,0,1
h8001341,4.47919,3.61189,4.47919,781.943,2.04151,56.1085,0.41837,1,0,0,1
h8001344,5.27923,3.74014,5.27923,892.29,1.78905,130.708,0.0,1,0,0,1
h8001349,4.01208,3.72958,4.01208,757.387,1.84424,59.4612,24.9974,1,0,0,1
h8001350,3.66823,3.34838,3.66823,755.22,2.11375,70.9943,0.0,1,0,0,1
h8001357,4.40272,3.7146,4.40081,903.217,1.7674,142.876,0.0,1,0,0,1
h8001360,4.43769,3.48443,4.43769,804.57,1.9841,107.247,0.0,1,0,0,1
h8001365,5.20447,3.22493,5.20447,810.596,1.96935,86.0924,0.0,1,0,0,1
h8001370,4.95633,3.58564,4.95633,934.442,1.70835,160.654,0.0,1,0,0,1
h8001373,4.57294,4.17874,4.57294,786.278,2.03026,81.5146,0.0,1,0,0,1
h8001380,4.37627,3.58499,4.37627,833.417,1.91543,80.7575,22.6866,1,0,0,1
h8001381,6.47301,6.15397,6.47301,876.035,1.82224,112.562,0.0,1,0,0,1
h8001385,5.38841,4.18083,5.38841,837.889,1.66705,160.624,0.0,0,1,0,1
h8001390,4.88939,3.48342,4.88939,779.609,2.04763,97.6507,0.0,1,0,0,1
h8001393,3.99417,3.18989,3.99417,593.485,1.68112,115.242,0.0,1,0,0,1
h8001394,4.89751,3.10337,4.88405,779.816,1.7912,126.229,0.0,1,0,0,1
h8001397,4.08283,3.16857,4.07736,839.493,1.90156,96.933,0.0,1,0,0,1
h8001398,4.17917,3.32418,4.17917,702.465,1.98843,84.0119,0.0,1,0,0,1
h8001408,5.61802,4.56856,5.61802,620.467,1.92961,72.565,0.0,1,0,0,1
h8001410,5.74901,4.17325,5.74901,852.433,1.8727,122.588,0.0,1,0,0,1
h8001411,4.50428,2.88635,4.50428,817.638,1.95239,88.4387,5.59605,0,0,0,0
h8001434,3.85766,3.08424,3.85766,749.885,2.12879,62.4926,0.0,1,0,0,1
h8001438,4.39242,3.32137,4.39242,866.557,1.84217,121.093,0.0,1,0,0,1
h8001440,4.07783,3.05744,4.05163,801.03,1.99287,83.9398,0.486794,1,0,0,1
h8001444,3.40254,2.66313,3.39911,505.851,1.97235,70.1419,0.0,0,0,0,0
h8001448,5.03862,4.22274,5.03862,726.364,1.92301,99.0494,0.0,1,0,0,1
h8001452,4.10318,3.06798,4.0369,655.729,2.13016,56.8292,0.0,1,0,0,1
h8001454,4.46075,2.94547,4.44947,763.842,2.08989,74.5885,0.0,0,0,0,0
h8001476,6.38885,5.97605,6.38885,872.17,1.83032,112.633,0.0,1,0,0,1
h8001477,4.43065,3.08375,4.42724,900.897,1.77196,122.789,1.58418,2,0,0,2
h8001478,6.3834,5.50322,6.21295,878.252,1.81764,113.115,0.0,1,0,0,1
h8001481,4.78376,3.211,4.76851,783.61,1.78253,130.771,0.0,0,1,0,1
h8001486,4.26387,3.01627,4.25761,871.489,1.83175,112.872,0.0,2,0,0,2
h8001492,4.41054,3.26838,4.39933,775.659,2.05806,72.5634,0.0,1,0,0,1
h8001500,5.33583,4.94824,5.33583,749.619,1.86335,88.0632,0.0,1,0,0,1
h8001503,4.56109,3.8203,4.53984,779.373,2.04825,77.9103,0.0,1,0,0,1
h8001505,4.9098,4.08695,4.89933,823.97,1.93739,94.0663,0.0,1,0,0,1
h8001507,5.84423,2.94761,5.84423,878.273,1.8176,126.866,0.0,0,0,0,0
h8001526,5.20737,3.71612,5.20724,799.746,1.99607,101.037,0.0,1,0,0,1
h8001527,5.32354,4.21027,5.32354,835.777,1.91002,112.016,0.0,1,0,0,1
h8001529,4.35818,3.21636,4.33858,877.603,1.81899,133.002,0.0,1,0,0,1
h8001538,4.70302,3.13175,4.69316,725.021,1.92657,85.732,0.0,1,0,0,1
h8001539,4.62027,4.32012,4.62027,724.333,1.9284,77.3551,0.0,1,0,0,1
h8001540,4.25577,3.42137,4.25577,708.767,1.97075,90.8224,0.0,1,0,0,1
h8001542,4.39869,3.36955,4.03938,881.778,1.81037,135.144,0.856069,1,0,0,1
h8001544,4.51429,3.70508,4.51429,791.928,2.01578,69.5789,0.0,1,0,0,1
h8001552,4.07661,2.90021,4.04425,754.211,1.85201,101.894,0.0,0,0,0,0
h8001557,4.04221,3.42773,3.86346,747.121,2.13667,67.0081,0.0,1,0,0,1
h8001566,3.97115,3.05846,3.95168,679.529,2.05555,70.7823,0.55,1,0,0,1
h8001571,4.28614,2.80906,4.28614,708.515,1.97146,80.4384,0.114909,0,0,0,0
h8001573,4.34171,3.80092,4.34171,825.524,1.93374,92.5904,0.0,1,0,0,1
h8001591,5.0967,3.82112,5.0967,872.321,1.83,128.394,0.0,1,0,0,1
h8001595,3.92584,3.25586,3.92584,614.973,1.94685,79.7332,0.0,1,0,0,1
h8001602,5.05016,3.50908,5.05016,926.014,1.72389,157.108,0.0,0,1,0,1
h8001630,4.29492,3.2964,4.29423,747.259,1.86924,118.789,0.0,1,0,0,1
h8001637,4.01467,3.1617,4.01467,828.979,1.92568,102.411,0.0,1,0,0,1
h8001652,6.29287,5.66933,6.29287,921.665,1.73203,121.2,0.0,1,0,0,1
h8001659,5.2907,4.81714,5.2907,799.983,1.99548,82.621,0.0,1,0,0,1
h8001665,4.30565,3.65092,4.30565,650.647,2.1468,55.9444,0.0,1,0,0,1
h8001667,3.21163,2.97352,3.21163,715.085,2.23239,25.9972,0.0,0,0,0,0
h8001674,4.01232,3.18442,4.01232,752.018,1.85741,93.3946,0.0,1,0,0,1
h8001681,3.94585,3.21818,3.94446,836.419,1.90855,92.2562,0.0,1,0,0,1
h8001684,4.50275,3.09068,4.50095,855.021,1.86703,121.241,0.0,1,0,0,1
h8001688,5.94712,5.82579,5.92813,995.69,1.60326,152.503,0.0,1,0,0,1
h8001689,5.00789,3.68034,5.00789,734.412,1.90194,89.0899,0.0,1,0,0,1
h8001695,4.94087,3.03992,4.94087,775.604,1.80093,123.085,0.0,1,0,0,1
h8001697,4.99859,4.02856,4.99859,679.663,2.05514,65.3033,0.0,1,0,0,1
h8001700,4.87507,4.36677,4.87507,687.121,2.03284,79.2186,0.0,1,0,0,1
h8001701,4.88095,4.53223,4.88095,841.326,1.89742,85.733,0.894728,1,0,0,1
h8001707,5.41842,5.16375,5.41842,661.781,1.80915,59.014,19.9399,1,0,0,1
h8001710,4.37886,3.10453,4.37886,687.566,2.03152,62.8066,0.0,1,0,0,1
h8001712,4.18379,3.22575,4.18379,816.857,1.95426,89.4423,7.5558,1,0,0,1
h8001723,4.55221,3.11735,4.50128,828.196,1.9275,107.437,0.0,1,0,0,1
h8001730,3.91789,3.20993,3.91789,759.824,2.10094,67.5321,0.0,1,0,0,1
h8001732,4.87356,2.95706,4.84982,786.799,2.02892,82.8306,0.0,0,0,0,0
h8001736,4.66133,3.40168,4.65661,808.836,1.97364,86.8336,0.0,1,0,0,1
h8001747,4.8553,4.53785,4.8553,757.93,2.10619,63.5737,0.0,1,0,0,1
h8001754,3.76623,3.3798,3.76623,756.498,2.11018,42.838,0.508732,1,0,0,1
h8001761,4.49265,3.92169,4.49054,756.904,2.10905,91.7578,0.0,1,0,0,1
h8001766,4.3535,3.73003,4.3535,776.406,2.05608,55.3083,0.0,1,0,0,1
h8001768,4.55646,3.02216,4.55646,851.184,1.87544,100.621,0.0,1,0,0,1
h8001769,4.64346,3.04716,4.64346,824.834,1.93536,109.198,0.0,1,0,0,1
h8001773,3.97055,2.97123,3.97055,717.703,1.94622,90.2823,0.0,0,0,0,0
h8001775,4.78693,4.27928,4.78263,689.843,2.02482,75.4811,0.0,1,0,0,1
h8001776,4.25326,3.35229,4.23939,806.861,1.97847,90.5742,0.0,1,0,0,1
h8001785,3.91366,2.92583,3.91366,715.926,1.95105,71.3929,0.0,0,0,0,0
h8001792,4.65276,3.31221,4.65276,790.269,2.02001,77.4826,5.13333,1,0,0,1
h8001804,4.7912,3.50683,4.7912,808.805,1.97371,88.1988,0.0,1,0,0,1
h8001813,5.02173,3.17859,5.02173,678.857,1.76364,100.747,0.0,1,0,0,1
h8001814,3.99777,3.47249,3.98428,660.454,2.11492,71.926,0.0,1,0,0,1
h8001818,3.49181,2.77622,3.49181,680.612,2.05228,68.0,0.0,0,0,0,0
h8001821,4.59599,3.74338,4.59599,880.481,1.81304,146.307,0.0,1,0,0,1
h8001825,4.5376,3.33192,4.5376,814.266,1.96048,102.937,0.0,1,0,0,1
h8001832,4.79442,3.51868,4.79442,848.944,1.88039,107.909,0.0,1,0,0,1
h8001841,4.58167,3.88587,4.58167,799.736,1.9961,82.5077,0.0,1,0,0,1
h8001849,5.88736,4.84332,5.88736,1027.37,1.55383,200.609,0.0,1,0,0,1
h8001853,4.47405,4.23449,4.47405,789.825,2.02114,87.9541,0.0,1,0,0,1
h8001861,3.93559,3.04156,3.93559,828.113,1.92769,113.683,0.0,1,0,0,1
h8001867,4.58127,4.05082,4.58127,702.902,1.9872,88.9532,0.0,1,0,0,1
h8001881,4.77869,2.9741,4.77869,782.517,1.78502,108.814,0.0,0,0,0,0
h8001882,4.89184,3.92417,4.88449,826.43,1.93162,107.417,0.0,1,0,0,1
h8001886,5.58843,5.08145,5.58843,732.179,1.90774,81.8004,0.0,1,0,0,1
h8001911,5.15048,4.74508,5.15048,809.754,1.9714,97.3187,0.0,1,0,0,1
h8001915,4.80896,3.99184,4.80896,703.729,1.98486,87.0968,0.0,1,0,0,1
h8001936,3.83359,3.00525,3.83359,806.907,1.97836,86.3012,0.0464855,1,0,0,1
h8001942,4.2259,3.51641,4.22492,748.831,2.13179,71.171,0.0,1,0,0,1
h8001964,4.64293,3.32254,4.64293,828.487,1.92682,100.718,0.0,1,0,0,1
h8001989,3.78505,3.43638,3.7834,793.724,2.01121,92.8914,0.0,1,0,0,1
h8002021,4.64341,4.17768,4.64341,766.254,2.08331,72.1376,0.0,1,0,0,1
h8002027,4.55071,3.83122,4.55071,762.602,2.09329,85.9081,0.0,1,0,0,1
h8002032,4.33379,2.89922,4.33379,600.447,1.99395,64.2837,0.0,0,0,0,0
h8002038,4.04073,3.61846,4.04073,711.513,1.96315,105.454,0.0,2,0,0,2
h8002040,5.35707,4.94511,5.35707,743.614,1.8784,79.8627,0.0,1,0,0,1
h8002072,4.81522,3.8834,4.81522,827.79,1.92845,111.365,0.0,1,0,0,1
h8002081,4.7912,2.99177,4.7912,836.024,1.90945,75.0074,17.1481,0,0,0,0
h8002101,4.84329,4.47113,4.84329,742.905,2.14879,56.2828,0.0,1,0,0,1
h8002102,3.76438,2.97927,3.75644,715.329,1.95268,98.829,0.0,0,0,0,0
h8002106,6.04247,5.20328,6.03723,900.175,1.77338,126.971,0.0,1,0,0,1
h8002107,4.511,3.8296,4.511,741.213,1.88448,78.3528,7.15676,1,0,0,1
h8002110,4.18659,3.25183,4.16228,896.481,1.78068,167.229,0.0,1,0,0,1
h8002111,3.41119,2.91006,3.41119,793.217,2.0125,87.9587,0.0,0,0,0,0
h8002113,4.53415,2.85128,4.53415,799.941,1.99558,83.4134,0.0,0,0,0,0
h8002122,3.83433,3.23694,3.83433,630.244,2.21629,59.2257,0.0,1,0,0,1
h8002124,4.57716,3.30898,4.57716,863.762,1.84813,105.132,15.1957,0,1,0,1
h8002125,3.74879,2.9235,3.74879,752.744,2.12071,52.9302,0.0,0,0,0,0
h8002126,4.71107,3.35813,4.71107,865.517,1.84439,110.389,0.0,1,0,0,1
h8002132,4.13133,3.50872,4.13059,784.558,2.03471,53.2875,0.0,1,0,0,1
h8002142,4.35269,3.5233,4.35269,822.161,1.94165,78.1208,6.82721,1,0,0,1
h8002143,4.75912,4.42973,4.74344,852.311,1.87297,106.535,0.0,1,0,0,1
h8002197,4.52173,3.64292,4.52173,846.757,1.88525,98.5657,9.69199,1,0,0,1
h8002202,4.68833,3.48463,4.68833,812.274,1.96528,87.3381,0.0,1,0,0,1
h8002208,3.452,2.86453,3.452,589.823,2.02987,48.5914,0.0,0,0,0,0
h8002240,3.82338,2.77905,3.47148,851.302,1.87519,117.026,0.0,0,0,0,0
h8002252,4.08404,3.88892,4.08404,698.979,1.99835,83.9053,0.0,1,0,0,1
h8002274,5.54443,5.01735,5.54443,829.274,1.925,93.3978,0.0,1,0,0,1
h8002277,4.25305,3.88725,4.25305,724.987,2.2019,65.169,0.0,1,0,0,1
h8002289,4.24725,3.31876,4.24725,832.21,1.91821,109.007,0.0,1,0,0,1
h8002295,4.55238,4.06106,4.55238,807.148,1.97776,103.117,0.0,1,0,0,1
h8002341,4.24977,2.92928,4.24851,785.23,2.03297,43.2835,26.1736,0,0,0,0
h8002350,5.70285,5.46863,5.70285,837.415,1.90628,82.7072,0.0,1,0,0,1
h8002356,3.48262,3.18048,3.46749,659.385,2.11835,63.9874,0.0,1,0,0,1
h8002373,4.33462,3.52347,4.32356,859.653,1.85697,110.001,0.0,1,0,0,1
h8002377,4.20698,3.747,4.20698,795.209,2.00746,81.0744,0.0,1,0,0,1
h8002393,3.96897,2.76642,3.96897,777.094,2.05425,64.4854,6.79946,0,0,0,0
h8002402,3.25682,2.85346,3.2538,694.528,2.01116,62.6061,0.0,0,0,0,0
h8002445,4.2216,3.03113,4.2216,693.932,2.01289,87.0153,0.0,1,0,0,1
h8002451,4.33337,2.65207,4.33279,804.34,1.98467,85.2584,0.0,0,0,0,0
h8002460,4.89193,3.19276,4.88501,820.461,1.94567,97.0854,0.0,1,0,0,1
h8002479,4.13786,2.77791,4.13017,745.276,1.87421,123.879,0.0,0,0,0,0
h8002492,3.99902,2.9964,3.99723,834.932,1.91195,106.802,0.0,0,0,0,0
h8002503,3.44355,2.81215,3.43865,759.882,2.10079,65.252,0.0,0,0,0,0
h8002507,4.03078,3.47468,4.00424,691.57,2.01976,63.9928,0.0,1,0,0,1
h8002522,3.91719,2.85756,3.91719,762.193,2.09442,61.8795,0.0,0,0,0,0
h8002530,3.63197,2.83629,3.63197,787.426,2.0273,77.702,0.0,0,0,0,0
h8002534,3.6645,3.22144,3.63984,684.577,2.04039,69.4232,0.0,1,0,0,1
h8002548,5.04733,4.36498,5.0422,705.719,1.97927,76.2237,0.0,1,0,0,1
h8002549,5.18978,3.89888,5.18978,844.576,1.89012,105.75,0.648188,1,0,0,1
h8002568,4.75636,3.9593,4.74955,865.022,1.84544,98.6039,3.57784,1,0,0,1
h8002574,5.38637,5.03352,5.38637,765.111,2.08643,78.4906,0.0,1,0,0,1
h8002586,3.79031,3.09004,3.68165,679.589,2.05537,64.4145,4.78386,1,0,0,1
h8002601,6.80191,6.17493,6.80191,856.519,1.86376,86.4083,0.0,1,0,0,1
h8002604,4.37836,3.16541,4.37836,700.057,1.99527,82.2496,0.0,1,0,0,1
h8002608,4.07697,3.38501,4.07697,733.593,1.90406,75.9261,0.0,1,0,0,1
h8002621,5.24788,4.68801,5.24055,720.483,1.93871,78.3695,0.0,1,0,0,1
h8002629,3.63405,3.07745,3.63405,777.262,2.05381,74.9592,0.0,1,0,0,1
h8002632,4.67592,3.96888,4.62632,889.628,1.7944,148.914,0.0,0,1,0,1
h8002634,3.21239,2.77274,3.21194,581.174,2.40342,28.7754,0.0,0,0,0,0
h8002647,4.4341,3.243,4.4341,817.452,1.95283,92.743,0.0,1,0,0,1
h8002652,4.9535,4.1958,4.9535,655.391,2.13125,67.4462,0.0,1,0,0,1
h8002690,4.33917,3.35011,4.32816,792.306,2.01481,82.6889,0.0,1,0,0,1
h8002703,4.06947,3.27421,4.06947,787.066,2.02823,45.1299,26.1293,1,0,0,1
h8002712,4.25981,3.44402,4.25981,760.207,2.09989,88.0328,0.0,1,0,0,1
h8002731,6.05602,5.14504,6.05602,854.876,1.86735,80.888,3.6886,1,0,0,1
h8002764,4.06267,3.66047,4.06267,703.771,1.98475,99.2767,0.0,1,0,0,1
h8002768,4.35164,3.73703,4.12472,710.949,2.24538,53.4854,0.0,1,0,0,1
h8002781,4.33543,3.68114,4.32828,831.717,1.91934,106.499,0.0,1,0,0,1
h8002813,4.24122,3.69211,4.24122,523.716,1.90508,73.0934,0.0,1,0,0,1
h8002900,4.99102,4.01821,4.99102,798.852,1.99831,95.2518,0.0,1,0,0,1
h8002905,4.66742,3.75216,4.66054,865.598,1.84421,113.478,0.0,1,0,0,1
h8002942,3.41334,2.70717,3.39244,695.415,2.00859,65.1858,0.0,0,0,0,0
h8002953,3.73469,3.11839,3.73469,709.12,2.25117,55.0733,0.0,1,0,0,1
h8002958,4.96072,3.66276,4.96072,738.264,2.1623,77.5936,0.0,1,0,0,1
h8002982,4.29924,2.84015,4.28547,795.644,2.00636,79.95,0.0,0,0,0,0
h8002994,3.50025,2.80467,3.49987,728.881,1.91637,84.1836,0.0,0,0,0,0
h8002998,3.73066,3.1147,3.73066,593.337,2.01785,63.5847,0.0,1,0,0,1
h8003055,4.52138,3.2909,4.52138,814.205,1.96062,90.2412,0.0,1,0,0,1
h8003080,4.30278,3.79041,4.23643,888.208,1.79727,137.86,0.0,1,0,0,1
h8003146,4.0355,3.18354,4.02305,760.051,1.83778,102.719,0.0,1,0,0,1
h8003213,4.27897,3.24512,4.26677,800.095,1.9952,78.0436,0.0,1,0,0,1
h8003219,4.55274,3.1582,4.55274,841.912,1.8961,116.475,0.0,1,0,0,1
h8003269,4.53184,4.05697,4.46887,686.517,2.03463,57.6008,0.0,1,0,0,1
h8003305,3.98911,2.97529,3.98138,861.372,1.85326,127.668,0.0,0,0,0,0
h8003317,4.06127,3.07259,4.06127,763.071,2.09201,87.0198,0.0,2,0,0,2
h8003348,5.20976,3.94773,5.20405,865.939,1.84349,115.809,0.0,1,0,0,1
h8003349,4.2172,3.59252,4.21118,798.217,1.99989,77.4653,0.366667,1,0,0,1
h8003350,3.74233,3.32178,3.71758,790.354,2.01979,81.656,0.0,1,0,0,1
h8003351,4.9458,3.24323,4.9458,868.485,1.83809,118.465,0.0684239,1,0,0,1
h8003358,4.66687,4.39473,4.66687,804.759,1.98364,79.2061,0.0,1,0,0,1
h8003365,4.21037,3.57407,4.21037,856.18,1.8645,102.062,0.0,2,0,0,2
h8003372,5.19003,4.41086,5.19003,775.833,1.80039,118.329,0.0,1,0,0,1
h8003383,5.19078,3.65398,5.1768,875.364,1.82364,119.162,0.0,1,0,0,1
h8003384,4.72574,3.60602,4.72574,816.741,1.95454,104.212,0.0,1,0,0,1
h8003391,4.07638,3.6418,4.07638,689.452,2.02597,71.7537,0.0,1,0,0,1
h8003407,5.8559,4.98521,5.8559,810.273,1.97014,80.6852,0.0,1,0,0,1
h8003414,4.23995,3.16101,4.23995,662.378,1.80752,101.176,0.0,1,0,0,1
h8003424,4.8117,3.5459,4.62688,861.142,1.85376,101.226,12.7778,1,0,0,1
h8003429,3.77424,2.87672,3.77201,820.705,1.94509,87.9408,0.0,0,0,0,0
h8003437,4.78473,4.38649,4.78473,818.729,1.94979,64.5061,10.4123,1,0,0,1
h8003453,4.02106,3.18815,4.02021,790.398,2.01968,96.4338,0.0,1,0,0,1
